id,age,sex,race,class,degree,region,happy,relig,partyid,childs,marital,vetyears,srcbelt,born,polhitok_bin,contv_bin,conmedic_bin,helpblk_bin,pornlaw_bin
94,50.0,1,1,3.0,3.0,2,2.0,4.0,2.0,0.0,5.0,0.0,1,1.0,0,1,1,0,0
95,40.0,1,1,3.0,4.0,2,2.0,5.0,2.0,0.0,5.0,1.0,1,1.0,0,1,0,0,0
96,58.0,1,1,3.0,1.0,2,2.0,1.0,7.0,0.0,5.0,0.0,1,1.0,0,1,0,1,0
97,43.0,1,1,2.0,1.0,2,2.0,2.0,1.0,0.0,5.0,0.0,1,2.0,0,1,0,0,0
98,25.0,1,2,3.0,3.0,2,1.0,1.0,2.0,0.0,5.0,0.0,1,1.0,1,0,0,1,1
99,33.0,1,3,2.0,4.0,2,2.0,4.0,3.0,0.0,5.0,1.0,1,2.0,0,1,0,1,0
100,27.0,1,1,3.0,3.0,2,2.0,4.0,2.0,0.0,5.0,0.0,1,1.0,0,0,0,1,0
101,58.0,2,2,2.0,3.0,2,2.0,1.0,1.0,2.0,1.0,0.0,1,2.0,1,0,1,0,1
102,66.0,2,1,3.0,1.0,2,2.0,2.0,2.0,4.0,1.0,0.0,1,1.0,1,1,1,0,0
104,89.0,2,1,3.0,1.0,2,2.0,2.0,2.0,2.0,2.0,0.0,1,1.0,0,1,0,0,0
105,29.0,2,3,2.0,2.0,2,2.0,2.0,2.0,2.0,1.0,0.0,1,1.0,0,0,1,1,0
107,78.0,2,1,2.0,1.0,2,2.0,2.0,1.0,0.0,5.0,0.0,1,1.0,1,0,1,0,0
110,25.0,2,1,2.0,3.0,2,1.0,1.0,6.0,1.0,1.0,0.0,1,1.0,0,0,0,0,0
112,54.0,2,1,2.0,3.0,2,1.0,3.0,1.0,2.0,3.0,0.0,1,1.0,0,1,0,0,0
114,48.0,1,1,2.0,1.0,2,2.0,2.0,5.0,0.0,1.0,0.0,1,2.0,1,0,1,0,0
115,32.0,2,3,3.0,4.0,2,1.0,7.0,1.0,0.0,1.0,0.0,1,1.0,0,1,0,0,0
116,29.0,2,1,2.0,3.0,2,2.0,1.0,7.0,0.0,1.0,0.0,1,2.0,0,1,0,1,0
117,75.0,2,1,3.0,3.0,2,1.0,3.0,1.0,3.0,1.0,0.0,1,1.0,0,1,1,0,0
118,59.0,2,1,3.0,4.0,2,1.0,2.0,2.0,0.0,1.0,0.0,1,1.0,0,1,0,0,0
119,81.0,1,1,3.0,1.0,2,1.0,3.0,1.0,2.0,1.0,2.0,1,1.0,0,0,0,0,0
120,69.0,2,1,3.0,1.0,2,2.0,2.0,5.0,3.0,1.0,0.0,3,1.0,1,1,0,0,0
122,52.0,2,1,2.0,1.0,2,1.0,2.0,4.0,0.0,5.0,0.0,3,1.0,0,1,0,0,0
123,33.0,2,1,2.0,3.0,2,2.0,2.0,7.0,1.0,5.0,0.0,3,1.0,0,1,0,0,0
125,71.0,1,1,3.0,4.0,2,2.0,4.0,3.0,2.0,1.0,0.0,3,1.0,0,1,1,0,1
126,21.0,1,1,3.0,1.0,2,1.0,2.0,5.0,0.0,5.0,0.0,3,1.0,0,0,1,0,0
128,26.0,1,1,3.0,3.0,2,1.0,1.0,5.0,0.0,5.0,0.0,1,1.0,0,0,0,0,0
129,33.0,2,1,3.0,3.0,2,2.0,2.0,0.0,0.0,5.0,0.0,1,1.0,0,1,1,0,0
131,68.0,1,2,3.0,1.0,2,2.0,1.0,0.0,0.0,2.0,0.0,1,1.0,1,1,1,0,1
133,60.0,2,2,4.0,1.0,2,2.0,11.0,0.0,1.0,5.0,0.0,3,1.0,1,1,0,1,0
135,47.0,2,2,2.0,1.0,2,3.0,1.0,2.0,3.0,1.0,0.0,3,1.0,0,0,1,0,1
137,89.0,2,1,3.0,1.0,2,2.0,1.0,1.0,2.0,2.0,0.0,3,1.0,1,1,0,0,1
138,64.0,2,1,2.0,1.0,1,3.0,1.0,4.0,2.0,4.0,0.0,5,1.0,0,1,0,0,0
140,62.0,1,1,2.0,1.0,1,2.0,2.0,6.0,1.0,2.0,0.0,5,1.0,0,1,1,0,0
142,65.0,2,1,3.0,2.0,1,1.0,1.0,3.0,5.0,1.0,0.0,5,1.0,1,0,1,0,1
144,47.0,2,1,2.0,3.0,1,2.0,4.0,4.0,1.0,3.0,0.0,5,1.0,0,1,1,0,0
145,62.0,1,1,2.0,2.0,1,2.0,4.0,4.0,0.0,3.0,0.0,5,1.0,0,0,1,0,0
146,51.0,2,1,3.0,3.0,9,1.0,3.0,0.0,2.0,1.0,0.0,3,1.0,0,1,0,1,0
147,43.0,2,1,4.0,3.0,9,2.0,4.0,1.0,2.0,1.0,0.0,3,1.0,0,1,0,1,0
148,47.0,1,3,3.0,1.0,9,2.0,6.0,4.0,2.0,1.0,0.0,3,2.0,0,1,0,0,0
149,57.0,2,1,2.0,1.0,9,2.0,11.0,3.0,1.0,3.0,0.0,3,1.0,0,0,1,0,1
151,39.0,1,1,3.0,4.0,9,2.0,1.0,0.0,0.0,1.0,0.0,3,1.0,1,1,0,1,0
152,37.0,2,1,3.0,2.0,9,1.0,4.0,3.0,0.0,5.0,0.0,3,1.0,1,0,0,1,0
153,52.0,2,3,2.0,1.0,9,1.0,2.0,3.0,0.0,1.0,0.0,3,1.0,0,1,0,0,0
155,58.0,1,1,2.0,1.0,9,2.0,4.0,2.0,1.0,1.0,0.0,3,1.0,0,0,0,0,0
157,52.0,2,3,3.0,3.0,9,2.0,6.0,0.0,2.0,1.0,0.0,3,2.0,0,1,1,0,0
159,25.0,2,1,3.0,1.0,9,2.0,1.0,5.0,1.0,1.0,0.0,3,1.0,0,0,1,0,1
161,33.0,2,3,2.0,1.0,9,1.0,2.0,2.0,1.0,3.0,0.0,3,2.0,1,1,1,0,1
163,61.0,2,1,1.0,1.0,9,3.0,2.0,1.0,2.0,3.0,0.0,3,1.0,1,0,0,1,1
165,53.0,2,1,,1.0,9,3.0,2.0,1.0,0.0,5.0,0.0,3,2.0,1,1,1,0,0
167,41.0,2,1,2.0,1.0,9,3.0,4.0,1.0,2.0,5.0,0.0,3,1.0,0,1,0,0,0
168,57.0,2,1,3.0,1.0,9,2.0,4.0,2.0,2.0,3.0,0.0,3,1.0,0,1,0,0,0
169,50.0,1,2,2.0,1.0,9,2.0,1.0,0.0,0.0,5.0,0.0,3,1.0,1,0,0,0,0
170,75.0,1,2,2.0,1.0,9,3.0,4.0,0.0,4.0,1.0,0.0,3,1.0,1,0,0,1,1
171,22.0,2,2,2.0,0.0,9,3.0,4.0,0.0,3.0,5.0,0.0,3,1.0,1,0,0,0,0
172,27.0,1,1,1.0,0.0,9,2.0,4.0,2.0,0.0,5.0,0.0,3,1.0,0,1,0,1,0
173,20.0,2,1,1.0,0.0,9,2.0,4.0,3.0,1.0,4.0,0.0,3,1.0,1,0,0,0,1
174,55.0,1,1,3.0,4.0,9,2.0,4.0,1.0,0.0,3.0,2.0,3,1.0,0,1,0,0,0
175,49.0,2,1,2.0,1.0,9,3.0,4.0,3.0,1.0,5.0,0.0,3,2.0,1,0,1,0,0
178,41.0,2,3,3.0,4.0,9,2.0,13.0,3.0,1.0,1.0,0.0,1,2.0,0,1,1,0,0
179,67.0,1,1,2.0,1.0,9,2.0,2.0,5.0,4.0,3.0,0.0,1,1.0,0,1,0,1,0
181,76.0,2,3,3.0,4.0,9,3.0,2.0,3.0,1.0,2.0,0.0,1,2.0,0,0,1,0,1
183,84.0,2,3,2.0,3.0,9,2.0,2.0,4.0,0.0,5.0,0.0,1,2.0,1,0,0,0,1
184,32.0,1,2,2.0,0.0,9,3.0,4.0,3.0,0.0,5.0,0.0,1,1.0,1,1,1,0,1
185,46.0,1,2,2.0,3.0,9,2.0,1.0,0.0,2.0,5.0,0.0,1,1.0,1,1,0,0,0
186,25.0,1,3,3.0,1.0,9,1.0,4.0,1.0,0.0,5.0,0.0,1,2.0,1,1,1,0,0
187,67.0,1,1,3.0,4.0,9,2.0,1.0,0.0,1.0,1.0,0.0,1,1.0,0,1,0,0,0
190,51.0,2,1,2.0,0.0,9,2.0,2.0,3.0,7.0,5.0,0.0,1,2.0,1,0,0,0,0
191,39.0,2,3,2.0,1.0,9,2.0,2.0,0.0,1.0,5.0,0.0,1,2.0,1,1,1,1,1
192,39.0,2,3,2.0,0.0,9,2.0,2.0,3.0,2.0,5.0,0.0,1,2.0,1,1,0,0,0
193,51.0,2,1,2.0,0.0,9,1.0,2.0,3.0,3.0,3.0,0.0,1,2.0,1,1,0,1,1
196,38.0,1,1,2.0,2.0,9,1.0,2.0,1.0,1.0,1.0,0.0,1,1.0,0,0,0,0,0
197,79.0,2,1,3.0,1.0,9,1.0,1.0,0.0,0.0,5.0,0.0,1,1.0,0,1,0,1,0
202,55.0,1,1,2.0,1.0,9,2.0,2.0,2.0,1.0,4.0,0.0,1,1.0,0,1,1,0,0
203,30.0,1,1,3.0,3.0,9,1.0,4.0,3.0,0.0,5.0,0.0,1,1.0,0,0,0,0,0
204,29.0,1,2,2.0,3.0,9,2.0,4.0,2.0,0.0,5.0,0.0,1,1.0,0,1,0,0,0
205,37.0,1,1,3.0,3.0,9,1.0,4.0,1.0,0.0,5.0,0.0,1,1.0,0,1,0,0,0
206,67.0,2,1,3.0,4.0,9,2.0,3.0,1.0,0.0,5.0,0.0,1,1.0,1,1,0,1,0
208,81.0,2,1,2.0,1.0,9,3.0,4.0,4.0,0.0,2.0,0.0,1,1.0,1,0,0,0,0
209,35.0,1,2,2.0,2.0,9,2.0,4.0,2.0,0.0,4.0,0.0,1,1.0,0,0,1,1,0
211,37.0,1,1,3.0,1.0,9,1.0,1.0,3.0,2.0,3.0,0.0,1,1.0,0,1,0,0,0
214,45.0,2,1,3.0,3.0,9,1.0,1.0,3.0,2.0,1.0,0.0,1,1.0,0,0,1,0,0
215,76.0,2,1,3.0,4.0,9,1.0,1.0,6.0,1.0,3.0,0.0,1,1.0,0,0,1,1,1
216,77.0,1,1,3.0,1.0,9,2.0,1.0,2.0,8.0,1.0,0.0,1,1.0,0,1,0,0,1
217,61.0,2,1,2.0,3.0,9,2.0,2.0,1.0,1.0,5.0,0.0,1,1.0,0,1,1,0,1
220,41.0,1,1,3.0,3.0,9,1.0,2.0,2.0,1.0,1.0,0.0,1,1.0,0,1,0,1,0
221,19.0,2,2,3.0,1.0,9,2.0,1.0,6.0,0.0,5.0,0.0,1,1.0,1,0,1,0,1
222,50.0,1,3,2.0,0.0,9,1.0,2.0,3.0,3.0,1.0,0.0,1,2.0,1,1,0,0,0
223,25.0,1,3,2.0,1.0,9,2.0,4.0,2.0,0.0,5.0,0.0,1,1.0,0,0,0,1,0
224,45.0,1,1,3.0,4.0,9,1.0,4.0,5.0,2.0,1.0,0.0,1,1.0,0,1,0,0,0
225,21.0,1,1,2.0,2.0,9,2.0,5.0,2.0,0.0,5.0,0.0,1,1.0,1,0,1,0,0
227,25.0,1,3,2.0,4.0,9,2.0,7.0,0.0,0.0,5.0,0.0,1,2.0,1,0,0,0,0
228,31.0,1,1,2.0,3.0,9,1.0,4.0,3.0,0.0,5.0,1.0,1,1.0,0,0,1,0,0
229,33.0,2,1,2.0,3.0,9,2.0,2.0,2.0,1.0,5.0,0.0,1,1.0,0,1,1,0,0
230,72.0,1,1,3.0,3.0,9,2.0,1.0,5.0,3.0,1.0,2.0,3,1.0,0,1,0,0,0
232,66.0,2,1,3.0,3.0,9,1.0,2.0,4.0,2.0,1.0,0.0,3,1.0,0,1,1,0,1
233,57.0,2,3,3.0,4.0,9,1.0,1.0,6.0,2.0,1.0,0.0,3,2.0,1,1,1,0,1
234,81.0,1,1,3.0,4.0,9,2.0,2.0,5.0,2.0,1.0,1.0,3,1.0,0,0,1,1,0
235,23.0,1,1,3.0,3.0,9,2.0,1.0,4.0,0.0,5.0,0.0,3,1.0,0,1,1,0,0
237,62.0,2,1,2.0,3.0,9,2.0,1.0,6.0,3.0,1.0,0.0,4,1.0,0,1,0,0,0
238,43.0,1,1,2.0,1.0,9,2.0,1.0,6.0,3.0,1.0,0.0,4,1.0,1,1,1,0,0
240,36.0,1,3,2.0,1.0,9,1.0,2.0,2.0,2.0,1.0,0.0,2,2.0,1,0,1,0,0
241,37.0,1,3,2.0,1.0,9,2.0,1.0,5.0,5.0,5.0,0.0,2,1.0,0,0,0,0,0
243,53.0,2,3,2.0,0.0,9,1.0,2.0,0.0,6.0,4.0,0.0,2,2.0,1,1,1,0,1
244,42.0,1,1,3.0,1.0,9,1.0,4.0,6.0,1.0,2.0,0.0,2,1.0,1,1,0,0,1
247,36.0,2,1,,1.0,9,2.0,1.0,7.0,1.0,1.0,0.0,4,1.0,0,1,0,0,0
248,49.0,1,1,3.0,2.0,9,2.0,4.0,4.0,0.0,1.0,2.0,4,1.0,0,0,0,0,0
249,49.0,2,3,2.0,1.0,9,1.0,11.0,,3.0,1.0,0.0,4,1.0,1,1,1,0,0
250,35.0,2,1,2.0,3.0,9,2.0,1.0,5.0,2.0,1.0,0.0,4,1.0,0,1,0,0,0
251,47.0,1,1,3.0,3.0,9,2.0,4.0,4.0,2.0,1.0,0.0,4,1.0,0,1,1,0,0
252,29.0,1,2,3.0,3.0,9,2.0,1.0,2.0,0.0,5.0,0.0,4,1.0,0,1,1,1,0
253,36.0,1,2,1.0,3.0,9,1.0,4.0,3.0,2.0,5.0,0.0,4,1.0,1,0,0,1,0
254,31.0,1,1,3.0,1.0,9,2.0,11.0,6.0,0.0,1.0,1.0,4,1.0,0,0,0,0,0
255,19.0,1,2,2.0,1.0,9,3.0,1.0,2.0,0.0,5.0,0.0,4,1.0,1,0,1,1,0
256,25.0,1,2,2.0,1.0,9,2.0,1.0,1.0,0.0,5.0,0.0,4,1.0,0,1,0,0,0
259,35.0,2,1,3.0,4.0,9,2.0,1.0,6.0,0.0,1.0,0.0,4,1.0,0,1,1,0,0
262,20.0,1,1,2.0,1.0,9,2.0,2.0,5.0,0.0,5.0,0.0,4,1.0,0,0,1,1,0
263,42.0,1,1,2.0,1.0,9,1.0,2.0,1.0,2.0,5.0,0.0,4,1.0,0,1,1,1,1
265,26.0,2,3,3.0,2.0,9,2.0,1.0,5.0,1.0,4.0,0.0,4,1.0,0,1,1,0,0
266,58.0,2,1,2.0,2.0,9,3.0,2.0,4.0,2.0,3.0,0.0,4,2.0,0,1,0,0,1
268,61.0,2,2,4.0,1.0,9,1.0,1.0,,2.0,3.0,0.0,2,1.0,0,1,1,1,1
269,44.0,1,1,2.0,0.0,9,2.0,1.0,3.0,2.0,1.0,0.0,2,2.0,0,1,1,0,1
270,75.0,2,1,3.0,4.0,9,1.0,3.0,0.0,0.0,1.0,0.0,2,1.0,1,0,0,1,0
271,44.0,2,1,2.0,4.0,9,1.0,2.0,4.0,3.0,1.0,0.0,2,1.0,0,0,0,0,1
272,36.0,2,1,3.0,3.0,9,1.0,2.0,5.0,0.0,1.0,0.0,2,1.0,0,0,0,0,0
274,37.0,1,1,3.0,3.0,9,1.0,1.0,4.0,2.0,1.0,0.0,2,1.0,0,1,0,0,0
276,48.0,1,1,3.0,1.0,9,2.0,1.0,1.0,2.0,3.0,0.0,2,2.0,1,0,0,1,0
277,44.0,2,1,2.0,4.0,9,2.0,4.0,2.0,3.0,1.0,0.0,2,1.0,1,0,1,1,0
278,59.0,1,1,3.0,3.0,9,1.0,1.0,6.0,0.0,1.0,2.0,2,1.0,0,0,0,0,1
279,61.0,2,1,2.0,2.0,9,2.0,1.0,3.0,2.0,1.0,0.0,4,1.0,0,1,1,0,0
280,31.0,1,1,2.0,0.0,9,1.0,2.0,3.0,2.0,1.0,0.0,4,1.0,0,0,1,0,0
283,47.0,2,1,2.0,1.0,9,2.0,2.0,,4.0,1.0,0.0,4,2.0,1,1,1,1,1
286,38.0,1,2,2.0,2.0,3,2.0,4.0,1.0,3.0,3.0,0.0,3,1.0,0,1,0,1,0
287,47.0,1,2,3.0,2.0,3,1.0,9.0,1.0,1.0,1.0,0.0,3,2.0,0,1,0,1,1
288,28.0,1,1,2.0,1.0,3,2.0,2.0,2.0,0.0,1.0,0.0,3,1.0,0,0,0,0,0
291,55.0,1,1,4.0,4.0,3,1.0,4.0,0.0,0.0,1.0,0.0,1,1.0,0,1,1,1,0
292,61.0,1,1,4.0,3.0,3,2.0,1.0,2.0,0.0,1.0,0.0,1,1.0,0,1,1,0,0
295,41.0,1,1,3.0,0.0,3,1.0,2.0,1.0,2.0,1.0,0.0,1,2.0,1,1,1,1,1
296,22.0,2,3,3.0,1.0,3,2.0,1.0,2.0,0.0,5.0,0.0,1,2.0,1,1,0,0,1
298,36.0,2,3,3.0,3.0,3,1.0,2.0,1.0,2.0,1.0,0.0,1,1.0,1,0,0,1,1
300,40.0,1,2,2.0,3.0,3,2.0,5.0,1.0,0.0,3.0,0.0,1,1.0,0,0,1,1,0
302,63.0,2,2,1.0,0.0,3,3.0,1.0,0.0,4.0,4.0,0.0,1,1.0,1,1,1,1,0
303,60.0,1,2,3.0,1.0,3,2.0,1.0,4.0,3.0,1.0,0.0,1,1.0,1,1,0,0,1
307,43.0,2,3,3.0,1.0,3,1.0,2.0,4.0,5.0,4.0,0.0,1,1.0,1,1,1,0,0
308,52.0,2,3,2.0,0.0,3,2.0,2.0,0.0,4.0,5.0,0.0,1,2.0,0,0,1,1,0
310,25.0,2,3,1.0,1.0,3,2.0,2.0,3.0,2.0,5.0,0.0,1,1.0,0,0,0,0,1
311,,1,1,4.0,4.0,3,2.0,4.0,2.0,2.0,1.0,0.0,3,1.0,0,1,0,1,0
312,58.0,1,1,3.0,3.0,3,2.0,4.0,7.0,3.0,1.0,0.0,3,1.0,0,0,0,0,1
313,60.0,1,1,3.0,1.0,3,1.0,2.0,1.0,2.0,2.0,0.0,3,1.0,0,0,1,0,0
314,44.0,1,1,3.0,3.0,3,2.0,1.0,2.0,3.0,1.0,0.0,3,1.0,0,1,0,0,0
315,69.0,1,1,3.0,3.0,3,2.0,2.0,0.0,0.0,3.0,0.0,3,1.0,0,1,0,0,0
316,66.0,1,1,3.0,1.0,3,1.0,1.0,2.0,4.0,1.0,0.0,3,1.0,0,0,1,0,0
318,37.0,1,1,3.0,1.0,3,1.0,2.0,0.0,2.0,1.0,0.0,3,1.0,1,0,1,0,1
321,27.0,2,3,1.0,0.0,3,2.0,2.0,3.0,4.0,5.0,0.0,3,1.0,1,1,0,0,1
322,60.0,2,1,3.0,3.0,3,2.0,1.0,5.0,0.0,3.0,0.0,3,1.0,0,1,1,0,0
325,32.0,2,1,2.0,1.0,3,3.0,2.0,3.0,4.0,3.0,0.0,3,2.0,1,0,0,1,0
327,39.0,1,1,2.0,1.0,3,2.0,4.0,3.0,3.0,5.0,0.0,3,2.0,1,1,0,0,0
331,56.0,1,1,3.0,1.0,3,2.0,1.0,6.0,2.0,1.0,0.0,3,1.0,1,1,1,0,0
332,60.0,1,1,4.0,3.0,3,1.0,2.0,4.0,2.0,1.0,2.0,3,1.0,1,0,1,1,0
333,22.0,1,1,3.0,1.0,3,1.0,2.0,7.0,0.0,5.0,0.0,3,1.0,0,1,0,0,0
335,35.0,1,3,2.0,1.0,3,3.0,2.0,0.0,3.0,1.0,0.0,3,2.0,1,0,1,0,0
336,42.0,2,3,2.0,3.0,3,2.0,1.0,0.0,3.0,3.0,0.0,3,1.0,0,0,1,1,0
337,58.0,1,1,3.0,3.0,3,1.0,1.0,6.0,1.0,1.0,0.0,3,1.0,0,1,0,0,1
338,32.0,2,1,3.0,3.0,3,2.0,1.0,4.0,1.0,1.0,0.0,3,1.0,0,0,0,0,0
340,20.0,1,1,3.0,1.0,3,2.0,1.0,5.0,0.0,5.0,0.0,3,1.0,0,1,0,0,0
341,44.0,1,1,3.0,4.0,3,1.0,2.0,0.0,2.0,1.0,0.0,3,1.0,0,1,0,0,0
342,34.0,2,1,3.0,1.0,3,2.0,1.0,1.0,2.0,1.0,0.0,3,1.0,0,0,1,0,0
343,62.0,2,1,3.0,4.0,3,1.0,2.0,6.0,1.0,1.0,0.0,3,1.0,0,1,0,0,0
